place_id,place_name,about,link
ChIJL626sPVA0i0RLJoATqtQcfY,Bajra Sandhi Monument,All,https://lh5.googleusercontent.com/p/AF1QipP_Q4wTrQKmzNTvQa8MlV7wKy8EQC4na5DArGv3=w397-h298-k-no
ChIJL626sPVA0i0RLJoATqtQcfY,Bajra Sandhi Monument,Latest,https://lh5.googleusercontent.com/p/AF1QipOXtOSSw2yhG40dlZHU7_ePqo1aL8b-oO2JaiIi=w392-h298-k-no
ChIJL626sPVA0i0RLJoATqtQcfY,Bajra Sandhi Monument,Videos,https://lh5.googleusercontent.com/p/AF1QipOhLsAg0ocf0hgfN2g7xvZqb_yyHVimEs4wjh9K=w529-h298-k-no
ChIJL626sPVA0i0RLJoATqtQcfY,Bajra Sandhi Monument,Monument,https://lh5.googleusercontent.com/p/AF1QipNpcHLgRsaKTQmNuY0AXzq8V77AiqobLvrzegYk=w446-h298-k-no
ChIJL626sPVA0i0RLJoATqtQcfY,Bajra Sandhi Monument,Street View & 360deg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mwIeOq276JwWuS3iKbGr4Q&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=359.88745&pitch=-0.11254019&thumbfov=100
ChIJdegEep2P0S0RlyNNjuDZzE4,Banyumala Waterfall,All,https://lh5.googleusercontent.com/p/AF1QipN91Mb9ZpXsrkvI_YVciDw50j_8A3FWrVpkAgqs=w224-h298-k-no
ChIJdegEep2P0S0RlyNNjuDZzE4,Banyumala Waterfall,Latest,https://lh5.googleusercontent.com/p/AF1QipMp4YQV8f4yhNylupV9sKoaOKybZu5oFV7FMAR6=w224-h298-k-no
ChIJdegEep2P0S0RlyNNjuDZzE4,Banyumala Waterfall,Videos,https://lh5.googleusercontent.com/p/AF1QipMl97x2PNqi9m2lrfCcdc6_-G8NMvJTZsDvP8Ty=w529-h298-k-no
ChIJdegEep2P0S0RlyNNjuDZzE4,Banyumala Waterfall,By owner,https://lh5.googleusercontent.com/p/AF1QipP89k3MCrL0HUW1iStOGD-2YMuIwxWdueA2ahQc=w224-h298-k-no
ChIJdegEep2P0S0RlyNNjuDZzE4,Banyumala Waterfall,Street View & 360deg,https://lh5.googleusercontent.com/p/AF1QipNqYot8GrhK-ttpqlEJcBof0iNHYeYVkbMo4NEa=w224-h298-k-no-pi-24.427767-ya36.086327-ro-0-fo100
ChIJoQHcmv8X0i0RI6vXSuiyCOo,Kanto Lampo Waterfall,All,https://lh5.googleusercontent.com/p/AF1QipPY-WhkiscwjP1Cgcp28h0JrCNU9jSXmv98Ho66=w298-h298-k-no
ChIJoQHcmv8X0i0RI6vXSuiyCOo,Kanto Lampo Waterfall,Latest,https://lh5.googleusercontent.com/p/AF1QipPPH31ZsZp38X4SZYN0LebbzZlj9ZJ2NfCIqwsV=w224-h298-k-no
ChIJoQHcmv8X0i0RI6vXSuiyCOo,Kanto Lampo Waterfall,Videos,https://lh5.googleusercontent.com/p/AF1QipPwsSX-uk8VagCLkcvZEAOnj1oYrwnn6P4PjRaI=w224-h398-k-no
ChIJoQHcmv8X0i0RI6vXSuiyCOo,Kanto Lampo Waterfall,By owner,https://lh5.googleusercontent.com/p/AF1QipOwJ0_vf0e-UFTOVmMadgnP1suB-T88K40eH3zU=w224-h398-k-no
ChIJoQHcmv8X0i0RI6vXSuiyCOo,Kanto Lampo Waterfall,Street View & 360deg,https://lh5.googleusercontent.com/p/AF1QipMaOIfXAQjRwvVc_DsOqnXKt-5VD34MKkpG2FKy=w224-h298-k-no-pi0-ya34.00001-ro-0-fo100
ChIJ898S6_NH0i0RjAk7QhnnNBM,Kuta Beach,All,https://lh5.googleusercontent.com/p/AF1QipOg481bMfF7Iz3ihz9jAsYHQM7eFwrsy6Xp5t9i=w528-h298-k-no
ChIJ898S6_NH0i0RjAk7QhnnNBM,Kuta Beach,Latest,https://lh5.googleusercontent.com/p/AF1QipNb2PfgRE58rn8OCB-I4Qk4sUtYbU9pP6cSjXV2=w224-h398-k-no
ChIJ898S6_NH0i0RjAk7QhnnNBM,Kuta Beach,Videos,https://lh5.googleusercontent.com/p/AF1QipNBlnScFH6_4-xjtaEVfDG3agIqpHKKpOZxomlZ=w529-h298-k-no
ChIJ898S6_NH0i0RjAk7QhnnNBM,Kuta Beach,By owner,https://lh5.googleusercontent.com/p/AF1QipNujh6P6cx-8DHfyvmREgS87FJgup5Kwjvlw656=w541-h298-k-no
ChIJL-o1GhJA0i0R5Abv31St2ck,"Bali Festival Park, Padang Galak",All,https://lh5.googleusercontent.com/p/AF1QipMoAPap4Jc2Tnc1W0WURXI3WnBNicDtsC_frx7m=w224-h298-k-no
ChIJL-o1GhJA0i0R5Abv31St2ck,"Bali Festival Park, Padang Galak",Latest,https://lh5.googleusercontent.com/p/AF1QipPKdpWoSocyBk3HeR8Anr9iLXpc3XwcoMy-xB3z=w224-h298-k-no
ChIJL-o1GhJA0i0R5Abv31St2ck,"Bali Festival Park, Padang Galak",Videos,https://lh5.googleusercontent.com/p/AF1QipMADy_v3-vjXCY5QG7LsujmjHhI24aM4c8bZWAL=w529-h298-k-no
ChIJL-o1GhJA0i0R5Abv31St2ck,"Bali Festival Park, Padang Galak",Street View & 360deg,https://lh5.googleusercontent.com/p/AF1QipPgfSVQ65dz4kGtwdO8OJWdxjg0na-FjrJ9aljf=w224-h298-k-no-pi-20-ya272-ro0-fo100
ChIJgxNvhqEX0i0R-6U9ogQJ_-k,Suwat Waterfall,All,https://lh5.googleusercontent.com/p/AF1QipPOupMDaCNtkMOochzzuGBIjahKns5FPx-Vq2VX=w530-h298-k-no
ChIJgxNvhqEX0i0R-6U9ogQJ_-k,Suwat Waterfall,Latest,https://lh5.googleusercontent.com/p/AF1QipNkhg4oBE13qytOjv9GqnasZurVcYk0PC-TVou-=w224-h298-k-no
ChIJgxNvhqEX0i0R-6U9ogQJ_-k,Suwat Waterfall,Videos,https://lh5.googleusercontent.com/p/AF1QipPRFpDEjkUBGDUEW2SGOfK4KcT8VoxstldMuAXh=w224-h398-k-no
ChIJgxNvhqEX0i0R-6U9ogQJ_-k,Suwat Waterfall,By owner,https://lh5.googleusercontent.com/p/AF1QipNEcInmsyO2TDa-h4aXnSFOzGHNc1mabIKAMxOw=w298-h298-k-no
ChIJgxNvhqEX0i0R-6U9ogQJ_-k,Suwat Waterfall,Street View & 360deg,https://lh5.googleusercontent.com/p/AF1QipPBC-GQw0TFugW4PAojl4cv45EXWoVJ6k7l_iXU=w224-h298-k-no-pi-0.112540185-ya239.88745-ro0-fo100
ChIJVS_QJn960i0R3Pt_ZCHo0Eo,Guyangan Waterfall Nusa Penida,All,https://lh5.googleusercontent.com/p/AF1QipM8_IyZY4BJxzg7hXJA473-pjKnqe1tHVYPEjLx=w224-h298-k-no
ChIJVS_QJn960i0R3Pt_ZCHo0Eo,Guyangan Waterfall Nusa Penida,Latest,https://lh5.googleusercontent.com/p/AF1QipMKSLccSRuQ8rJ6SffP4tzdmROVgpyeUeb414_7=w224-h298-k-no
ChIJVS_QJn960i0R3Pt_ZCHo0Eo,Guyangan Waterfall Nusa Penida,Videos,https://lh5.googleusercontent.com/p/AF1QipNCg3UnGDhpWL8I4zHQeue_CvOnFleWbRMTVoTW=w224-h398-k-no
ChIJVS_QJn960i0R3Pt_ZCHo0Eo,Guyangan Waterfall Nusa Penida,Street View & 360deg,https://lh5.googleusercontent.com/p/AF1QipMMa26QrDmRjDMD3ENL4zKmpypGp69DgtWKBhi8=w224-h298-k-no-pi-0-ya48-ro-0-fo100
ChIJ5QwsEDrV0y0RLIItzr4Vztk,Bunut Bolong,All,https://lh5.googleusercontent.com/p/AF1QipPVKjeKXoXd3sWN3_MEJaNr2qkBFPmjSI3rgsuv=w447-h298-k-no
ChIJ5QwsEDrV0y0RLIItzr4Vztk,Bunut Bolong,Latest,https://lh5.googleusercontent.com/p/AF1QipPuJhSZ9KBy4IUkL6hs2cdV5wdj8T83Xs9pig1B=w224-h298-k-no
ChIJ5QwsEDrV0y0RLIItzr4Vztk,Bunut Bolong,Videos,https://lh5.googleusercontent.com/p/AF1QipPMtYwaQI0iafYVjXsuwruDXx0z0tF4b15HL7yB=w224-h398-k-no
ChIJ5QwsEDrV0y0RLIItzr4Vztk,Bunut Bolong,By owner,https://lh5.googleusercontent.com/p/AF1QipMVN_KTmsws4ISRwnKciv6cQtdu6vga9TXR8uhk=w447-h298-k-no
ChIJ5QwsEDrV0y0RLIItzr4Vztk,Bunut Bolong,Street View & 360deg,https://lh5.googleusercontent.com/p/AF1QipPkcDBTsZ4s0NeomHZHTGk5oNtRPKpfBL8NneF_=w224-h298-k-no-pi0-ya300-ro0-fo100
ChIJ93viDd0X0i0RokCC4Z_TgDo,Sumampan Waterfall,All,https://lh5.googleusercontent.com/p/AF1QipOuDPJ083hicA1q9YTWIjcIwyZi2XoLpNgKF5PW=w298-h298-k-no
ChIJ93viDd0X0i0RokCC4Z_TgDo,Sumampan Waterfall,Latest,https://lh5.googleusercontent.com/p/AF1QipPhjnXiBuHLccntyWrJDjrAKrranM8m2Xkq8PQO=w224-h398-k-no
ChIJ93viDd0X0i0RokCC4Z_TgDo,Sumampan Waterfall,Videos,https://lh5.googleusercontent.com/p/AF1QipMdsbYZtnythRjZcw6rvmmVjaeo_XakmXcQyKhZ=w224-h398-k-no
ChIJ93viDd0X0i0RokCC4Z_TgDo,Sumampan Waterfall,By owner,https://lh5.googleusercontent.com/p/AF1QipOvzMKDfQqwQQQvEbYdTUnF_Kg4fF6jjMfn_8I_=w447-h298-k-no
ChIJH3iCz9cZ0i0R2xCtNwxvhO0,Manuaba Waterfall,All,https://lh5.googleusercontent.com/p/AF1QipMSD98hXakN_tcZnSh9hywDV-p1sumv9dpqgMWQ=w397-h298-k-no
ChIJH3iCz9cZ0i0R2xCtNwxvhO0,Manuaba Waterfall,Latest,https://lh5.googleusercontent.com/p/AF1QipPSQN8DmdaMr6_zLrLqCYoZyNcc1hwpngR0TmMD=w224-h298-k-no
ChIJH3iCz9cZ0i0R2xCtNwxvhO0,Manuaba Waterfall,Videos,https://lh5.googleusercontent.com/p/AF1QipNWFbjYx5tFwejOwRAtVciggdoNdEW2vss6BDI_=w224-h398-k-no
ChIJH3iCz9cZ0i0R2xCtNwxvhO0,Manuaba Waterfall,Street View & 360deg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=INfD-94cLUHzBgBCxb0PqA&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=52.29889&pitch=0&thumbfov=100
ChIJZ7s1gUIj0i0RpJe0WNaJmLw,Pengempu Waterfall,All,https://lh5.googleusercontent.com/p/AF1QipOT9VeWj8WVq3ofbupqaI0pNr8Z9x0GTHRKPsgp=w224-h298-k-no
ChIJZ7s1gUIj0i0RpJe0WNaJmLw,Pengempu Waterfall,Latest,https://lh5.googleusercontent.com/p/AF1QipODpqBgE-9H6ky2uIYv5KPFhX8pH5Nk1QzAs7hU=w224-h397-k-no
ChIJZ7s1gUIj0i0RpJe0WNaJmLw,Pengempu Waterfall,Videos,https://lh5.googleusercontent.com/p/AF1QipP56X29LYUZ1s1b3HdCffAx3X5Oa8MhXiQhAXb-=w224-h398-k-no
ChIJZ7s1gUIj0i0RpJe0WNaJmLw,Pengempu Waterfall,Street View & 360deg,https://lh5.googleusercontent.com/p/AF1QipNCYGwG_isaxsbSKq3DkUrjSoKsL8PbYu1D4r-B=w224-h298-k-no-pi-20-ya347.99997-ro-0-fo100
ChIJv_tYCBIX0i0Rn_MGS2i_Kpc,Goa Rang Reng Waterfall,All,https://lh5.googleusercontent.com/p/AF1QipPBx8ODUIDC8h_stnkzPreeFpGhaOIZIoL6DpKg=w397-h298-k-no
ChIJv_tYCBIX0i0Rn_MGS2i_Kpc,Goa Rang Reng Waterfall,Latest,https://lh5.googleusercontent.com/p/AF1QipNPG-NYtZ7T65mM_4GyU_8SEqzoWq0Pp2LkY6Pt=w224-h398-k-no
ChIJv_tYCBIX0i0Rn_MGS2i_Kpc,Goa Rang Reng Waterfall,Videos,https://lh5.googleusercontent.com/p/AF1QipNrg66ZQrbyrIUJm1u55oF37S_Bi6m0O9VZszLR=w224-h398-k-no
ChIJv_tYCBIX0i0Rn_MGS2i_Kpc,Goa Rang Reng Waterfall,Street View & 360deg,https://lh5.googleusercontent.com/p/AF1QipNQP3o1QDysilS-fdYPTy-Mr6vUNw2ias1sLqBN=w224-h298-k-no-pi0-ya180-ro0-fo100
ChIJRSElPXYR0i0R-l62epaUmSw,Bukit Belong,All,https://lh5.googleusercontent.com/p/AF1QipPnkQxKjm8Cy2czHpD9wt0HHQTlAFpKE5FJrKeo=w397-h298-k-no
ChIJRSElPXYR0i0R-l62epaUmSw,Bukit Belong,Latest,https://lh5.googleusercontent.com/p/AF1QipOrg83btOq6Ic_SlF0Q94B8LVBNbQYu30ucefjF=w450-h298-k-no
ChIJRSElPXYR0i0R-l62epaUmSw,Bukit Belong,Videos,https://lh5.googleusercontent.com/p/AF1QipOHO_a0_GdLdLVSNT_oL72VE9VEDfH13fOfsVDn=w529-h298-k-no
ChIJRSElPXYR0i0R-l62epaUmSw,Bukit Belong,By owner,https://lh5.googleusercontent.com/p/AF1QipOPq12odghg-_IAf5XdHts2Ko2u-m3xCxn1ETA6=w662-h298-k-no
ChIJRSElPXYR0i0R-l62epaUmSw,Bukit Belong,Street View & 360deg,https://lh5.googleusercontent.com/p/AF1QipOo2vqzDY7kPIBwEexod13dVOFiLWoi12E6Fqua=w224-h298-k-no-pi-10-ya66.00001-ro-0-fo100
ChIJp-dTCRMf0i0R0zepJIG49Fw,Tangkup Waterfall,All,https://lh5.googleusercontent.com/p/AF1QipPud5aI8ndY_tUrT6w1I6zR005zZU8qLA0mnhsZ=w224-h298-k-no
ChIJp-dTCRMf0i0R0zepJIG49Fw,Tangkup Waterfall,Latest,https://lh5.googleusercontent.com/p/AF1QipM8H_Fg6g08lLEY6LY5kGW4UjDy9mR3ndP25zmx=w397-h298-k-no
ChIJp-dTCRMf0i0R0zepJIG49Fw,Tangkup Waterfall,Videos,https://lh5.googleusercontent.com/p/AF1QipPuP7Bu41qzGo9vcuqDeotkv5yC9HVV4r3ykk9F=w224-h398-k-no
ChIJCaEpSAuH0S0RtyY9wJ0oVr8,Blahmantung Waterfall,All,https://lh5.googleusercontent.com/p/AF1QipPk_cw-Hg-oLCqQZqTnwK_XKjKQ1Hkd70fgUj1E=w238-h298-k-no
ChIJCaEpSAuH0S0RtyY9wJ0oVr8,Blahmantung Waterfall,Videos,https://lh5.googleusercontent.com/p/AF1QipNM2UPqrT1pCo6P3EkmnN_NLiF2GlRKImvXLPF8=w224-h398-k-no
